0	1	ban	-0.10632034	-0.14245144	-0.017974649
1	1	ban	-0.13453971	-0.08778002	-0.064678326
2	1	ban	-0.15203603	0.16038956	0.11684631
3	1	different meaning	-0.041702725	0.17373309	0.04742518
4	1	different meaning	0.02843419	-0.16737278	0.15505925
5	1	different meaning	-0.09530578	-0.11848566	0.062791824
6	1	formal sentence	0.18772396	5.2259205e-05	-0.1749568
7	1	formal sentence	0.090823926	-0.094769485	0.0067981505
8	1	formal sentence	-0.050180007	0.070278265	0.03858743
9	1	formal sentence	0.05398357	0.03817465	0.09413042
10	1	formal sentence	0.026078973	0.033571195	0.16058445
11	1	formal sentence	0.09887943	-0.00046152557	0.044020083
12	1	formal sentence	-0.14375101	0.011620077	0.008341873
13	1	formal sentence	-0.1351301	0.18705213	0.1953039
14	1	formal sentence	-0.101406164	0.070262775	-0.005961504
15	1	future	0.10603921	0.2517399	0.28582618
16	1	future	0.025801605	-8.519407e-05	-0.08568075
17	1	future	0.123468556	-0.014703549	-0.15410592
18	1	future	0.041320723	-0.04165682	0.15447176
19	1	future	-0.097877346	0.11993904	-0.15765998
20	1	future	-0.17411382	-0.02745682	-0.19886693
21	1	generalization	-0.09303422	0.14662798	0.22715214
22	1	generalization	-0.1777533	-0.0068962574	0.31158614
23	1	generalization	-0.12685502	0.11181045	-0.042448785
24	1	generalization	-0.11827855	0.018811919	-0.015898958
25	1	generalization	0.07823199	0.14968619	0.12637293
26	1	generalization	-0.07404277	0.20841861	0.12508857
27	1	generalization	0.046324402	-0.003305267	0.04710611
28	1	generalization	-0.018382726	0.09021446	0.10441295
29	1	generalization	-0.12801462	-0.025022864	0.031231634
30	1	minimal change	-0.13480581	0.0911633	-0.03478761
31	1	minimal change	-0.1340934	0.099878624	0.024831763
32	1	minimal change	0.06044054	0.04872545	0.015249283
33	1	nonsense	-0.04947012	0.10640679	0.20306423
34	1	nonsense	-0.024756927	0.02261944	-0.046343144
35	1	nonsense	0.020483097	-0.034935117	0.2712066
36	1	nonstandard sentence	0.042926516	0.14582212	0.20314832
37	1	nonstandard sentence	0.13338754	0.049432836	-0.08629528
38	1	nonstandard sentence	0.0621032	0.18773709	0.14702505
39	1	nonstandard sentence	0.0667647	-0.05399479	0.037350357
40	1	nonstandard sentence	-0.046484645	0.13934612	0.20569408
41	1	nonstandard sentence	0.065816	-0.09015035	0.031285238
42	1	nonstandard sentence	-0.025799291	0.23667638	0.08661343
43	1	nonstandard sentence	-0.12539268	-0.0858693	0.29335615
44	1	nonstandard sentence	-0.16595158	-0.03957621	0.14682055
45	1	opposite meaning	0.0638188	0.091998376	0.24465695
46	1	opposite meaning	-0.17659006	0.13329355	0.03506757
47	1	opposite meaning	-0.0693571	0.035270486	0.24731869
48	1	opposite meaning	-0.019348405	0.0646554	0.10578987
49	1	opposite meaning	-0.013786193	0.09337529	0.10119625
50	1	opposite meaning	-0.13370045	-0.053015728	0.3313383
51	1	opposite meaning	0.07194821	0.16922927	-0.11177902
52	1	paraphrase	0.12499489	0.113993354	0.16251159
53	1	paraphrase	-0.043728992	0.01231244	0.23105942
54	1	paraphrase	0.03514045	0.058565088	0.21250026
55	1	paraphrase	-0.18316734	-0.006453903	0.06834888
56	1	paraphrase	-0.14276133	0.07867583	0.019093065
57	1	paraphrase	0.021841416	-0.0890363	0.14719921
58	1	past	-0.095262736	-0.060252618	0.11639816
59	1	past	-0.12770638	-0.069031745	0.08205304
60	1	past	0.19058289	-0.21413659	0.009082079
61	1	past	-0.1654664	-0.17674199	-0.08717543
62	1	past	-0.09915137	-0.22873694	0.061900064
63	1	past	0.14596978	-0.07811252	0.23580208
64	1	past	-0.0641235	-0.019457994	0.0035242806
65	1	past	-0.042333793	-0.1316532	-0.11884882
66	1	possibility	-0.09008782	0.03689755	-0.18264563
67	1	possibility	-0.0246876	0.12872002	-0.037934136
68	1	seed	0.09923902	-0.08013131	0.083102785
69	1	simple sentence	-0.023656901	0.1937712	-0.043160327
70	1	simple sentence	0.069565624	0.1772574	0.036534935
71	1	simple sentence	-0.13110921	-0.03763803	0.08550188
72	10	ban	0.029948762	-0.23505427	-0.047782063
73	10	ban	-0.1715727	-0.021202367	0.04516081
74	10	ban	-0.1671122	0.06389863	0.14577046
75	10	different meaning	0.04596977	-0.16500193	-0.016823363
76	10	different meaning	-0.08664781	0.069195844	0.2080151
77	10	different meaning	0.039620563	-0.04293044	0.17073576
78	10	formal sentence	0.104388006	-0.09176967	-0.044632755
79	10	formal sentence	-0.12018915	0.040823862	-0.038480338
80	10	formal sentence	-0.20829894	0.08517172	-0.10404207
81	10	formal sentence	0.07430629	0.064258225	-0.11473532
82	10	formal sentence	-0.042373676	0.10725572	-0.07463496
83	10	formal sentence	-0.0302189	-0.041127577	-0.13782932
84	10	future	-0.16350643	0.09826797	0.2546836
85	10	future	-0.029442383	-0.13558404	0.003191016
86	10	future	0.119836584	-0.1973351	0.19728917
87	10	future	0.00877925	0.04284482	0.042690188
88	10	future	-0.15399377	-0.13171576	-0.050952125
89	10	future	-0.14625902	-0.20118205	0.15493095
90	10	future	0.027992157	-0.16925555	0.11598858
91	10	generalization	-0.038166597	0.094231576	0.07828594
92	10	generalization	-0.15654632	0.055577658	-0.053439565
93	10	generalization	0.094062865	0.031084422	0.2236607
94	10	generalization	-0.03622879	-0.096019596	0.09816511
95	10	generalization	0.0303048	-0.16883083	-0.12324649
96	10	generalization	-0.13662855	-0.005227865	0.18827856
97	10	minimal change	-0.06122237	-0.14617035	0.109297276
98	10	minimal change	-0.0073376726	0.026654845	-0.041215714
