0	1	opposite meaning	-0.0966894	-0.018126262	-0.09357953	0.019265851	0.08410959	-0.23925167	0.07399842	-0.094517626	0.016232094	-0.024084445
1	1	opposite meaning	-0.01687854	-0.046736583	0.025593692	0.05001018	-0.0450861	-0.08452344	-0.004157538	0.031176515	-0.103168964	-0.115997486
2	1	possibility	0.052945834	-0.08047681	0.068430096	0.07258876	-0.11200984	-0.09237307	-0.018298311	0.045543056	-0.17491898	-0.062377322
3	1	nonstandard sentence	-0.02721067	-0.10607858	0.024893863	5.2749056e-05	-0.011161991	0.044904813	0.038000166	0.036090873	-0.17873627	-0.0033496208
4	1	past	0.10505593	-0.11871621	0.10010041	0.09519253	-0.08873838	0.0815406	0.17020738	0.11697633	-0.12848796	-0.101187415
5	1	past	-0.026962707	0.009410992	0.009799225	0.023909258	0.11618928	-0.04708579	-0.0058869603	0.05087125	-0.06880583	-0.08940995
6	1	possibility	0.05021399	-0.08181887	-0.045557756	-0.052495953	0.012036218	-0.045610767	0.16158068	0.08756159	-0.12653416	-0.11179251
7	1	formal sentence	0.14717318	-0.055590715	0.022061292	0.10564385	0.077765495	0.04674197	0.09677768	0.09679281	-0.10540994	-0.189541
8	1	future	0.018286023	-0.048014376	0.035168987	0.039843492	0.07799416	0.13487378	0.066611394	0.09455848	-0.10881069	-0.06764321
9	1	minimal change	-0.0142791625	-0.18295898	-0.0014211711	0.046499826	0.03394817	0.09463458	0.09521783	0.011906302	0.006075139	-0.050578114
10	1	nonsense	0.0037171831	-0.05645457	-0.0341701	0.009945115	-0.034486234	0.03238323	0.07449611	0.0005463795	0.01641248	-0.11149925
11	1	future	-0.022190388	0.099659905	-0.054801736	0.0670374	-0.05909678	0.02376415	-0.034198582	-0.071037665	-0.03553931	-0.052860208
12	1	generalization	-0.017803082	-0.066924036	0.019485766	0.07511284	0.07222001	0.058688357	-0.0046335883	-0.03441392	-0.03407442	-0.08442077
13	1	different meaning	0.07921923	-0.07975966	0.19244932	0.029590178	0.069409564	0.07340653	0.09972444	0.10904211	-0.15014534	0.0067532714
14	1	nonstandard sentence	0.11942245	-0.060468055	0.117664844	0.08651146	-0.050634082	-0.0569031	0.13076682	-0.08614563	-0.024958361	-0.0010369712
15	1	minimal change	0.10499145	-0.21667075	0.19111371	0.16507463	-0.16559482	-0.046365272	0.15563716	0.097390026	-0.41586214	-0.2376505
16	1	past	0.010952658	-0.10422992	-0.026730927	0.1294853	-0.08833173	-0.027510904	0.008194809	-0.024950128	-0.043706205	-0.07027672
17	1	ban	0.05961104	-0.041510567	-0.07402527	0.082443155	0.016117755	-0.015649421	0.08338096	-0.069211274	-0.032819163	-0.112992726
18	1	opposite meaning	0.08064414	-0.16818164	0.07754495	0.13347575	-0.1364559	0.09095775	0.061451267	0.006462695	-0.034641135	-0.065779455
19	1	opposite meaning	-0.021340996	-0.0409274	0.057543304	0.0711146	-0.07951936	-0.05381139	0.07311743	-0.056167755	-0.04745226	-0.020742696
20	1	different meaning	-0.019846577	-0.09993424	-0.048066605	-0.011118118	-0.060730148	-0.05773177	-0.044497635	-0.0250175	-0.022996442	-0.07274493
21	1	generalization	0.019237474	-0.04356106	0.07437587	0.057975993	-0.004111368	0.026333438	-0.011495536	0.08464016	-0.05104918	-0.07074096
22	1	generalization	0.0409507	-0.12481794	0.051374327	0.101698466	-0.04745492	-0.07739429	0.1493676	0.07579126	-0.1121699	-0.11705277
23	1	nonstandard sentence	0.036000077	-0.039630137	0.1316565	0.10834579	0.015533097	-0.0013442268	0.1209578	0.08616063	-0.055631306	-0.085936435
24	1	generalization	-0.013607817	0.09557433	-0.17481998	0.16973136	-0.0691379	0.024390226	0.08691609	-0.100017555	0.045561116	-0.0554745
25	1	paraphrase	-0.04125122	0.01619568	-0.06666787	0.059444323	0.0120413825	-0.073267594	0.019875731	-0.04288401	-0.050782274	-0.05130571
26	1	generalization	0.019789694	-0.048555907	0.04248103	0.008579589	0.045728218	0.07798038	-0.0025336405	-0.043629937	-0.0071829236	-0.058404572
27	1	generalization	0.011423332	-0.009077028	0.029753992	-0.019778917	-0.04016587	-0.040130604	0.05216667	-0.006107629	-0.06986182	-0.032929547
28	1	nonsense	0.022759281	0.017727505	0.09946739	0.06742931	0.00810793	-0.11032702	0.06808521	-0.042713314	-0.02165089	-0.10244244
29	1	nonsense	0.10920862	-0.09767982	0.057716366	0.05246665	-0.06664244	-0.067536406	0.10642685	0.10508795	-0.18024404	-0.04583335
30	1	formal sentence	-0.047744676	-0.020590318	-0.024823269	-0.0022746187	-0.01351717	-0.041641276	0.0016557329	-0.023532413	-0.16134353	-0.053854514
31	1	simple sentence	-0.007445413	-0.08677753	0.014537468	-0.0035643391	0.028595831	-0.04788398	0.010401117	0.020936318	-0.1968586	-0.063042656
32	1	simple sentence	-0.0045111347	-0.03257333	-0.039193034	-0.0432825	0.08571723	-0.024308007	-0.0598467	-0.09319893	-0.14819576	-0.0057822713
33	1	ban	-0.044961423	-0.1368963	0.0820522	-0.024300065	0.08665673	0.00065405876	0.035689116	-0.066287905	-0.116701335	-0.025327811
34	1	past	-0.05098999	-0.08041719	0.0193648	-0.09124413	0.083938144	-0.019618561	0.03315143	-0.06199677	-0.12185327	-0.004660275
35	1	paraphrase	0.06631899	-0.1633743	0.041403044	-0.013298233	0.13718897	-0.0378945	0.08185335	0.19854026	-0.17302805	-0.057318065
36	1	future	0.051264476	-0.16186567	0.02999076	-0.056182362	0.10141679	0.017440159	0.066361204	0.12067595	-0.43544674	-0.082621746
37	1	minimal change	0.088056065	-0.07438432	-0.01006862	0.02580459	0.12952633	-0.068287715	-0.031083925	-0.014747936	-0.10143473	-0.0850214
38	1	generalization	-0.043018032	-0.01457735	0.06434041	-0.025244948	-0.015599479	-0.074425034	-0.06739371	0.029936036	-0.1365193	0.010726554
39	1	formal sentence	-0.0033677996	-0.100356825	0.11752931	-0.082729	0.05318271	-0.08446445	-0.02043328	0.025401114	-0.1326923	0.028930819
40	1	paraphrase	0.07602178	-0.12814905	0.1030152	-0.00849422	0.05286706	-0.010611364	0.17845534	0.12053316	-0.25151405	-0.088224
41	1	formal sentence	0.2825186	-0.27292562	-0.0598868	0.13741149	-0.046308726	0.005978068	-0.05516736	-0.057693474	-0.1252369	-0.038384635
42	1	future	0.14282723	-0.03690168	-0.028117988	0.012475156	0.034972686	-0.033312898	-0.011507469	0.025297798	-0.05557557	-0.029483868
43	1	generalization	0.21933752	-0.14611077	0.030956363	-0.057233505	0.11423005	-0.14671168	0.0810626	0.21928783	-0.2769777	0.012536014
44	1	nonstandard sentence	-0.04733871	-0.07357406	-0.06919968	0.04398719	0.095105425	-0.12608361	0.019586693	-0.055725325	-0.108819485	-0.10889222
45	1	nonstandard sentence	0.051803038	-0.058112897	0.10363528	0.06830136	-0.0028578162	-0.032437954	-0.024846118	0.024528949	-0.23505178	-0.030399833
